ContextId,WlUrlPath,ExampleUrl
34301,/suche/kaufen/wohnung/zimmer-5,https://immowelt.de/suche/kaufen/wohnung/zimmer-5/berlin/berlin-10115/ad08de8634
24867,/suche/kaufen/wohnung/loft,https://immowelt.de/suche/kaufen/wohnung/loft/berlin/berlin-10115/ad08de8634
57439,/suche/kaufen/wohnung/mehrgeschosswohnung,https://immowelt.de/suche/kaufen/wohnung/mehrgeschosswohnung/berlin/berlin-10115/ad08de8634
14952,/suche/kaufen/wohnung/penthouse,https://immowelt.de/suche/kaufen/wohnung/penthouse/berlin/berlin-10115/ad08de8634
23717,/suche/kaufen/wohnung/terrassenwohnung,https://immowelt.de/suche/kaufen/wohnung/terrassenwohnung/berlin/berlin-10115/ad08de8634
32209,/suche/kaufen/immobilien,https://immowelt.de/suche/kaufen/immobilien/berlin/berlin-10115/ad08de8634
72262,/suche/kaufen/immobilien/mit-garten,https://immowelt.de/suche/kaufen/immobilien/mit-garten/berlin/berlin-10115/ad08de8634
56225,/suche/kaufen/immobilien/kapitalanlage,https://immowelt.de/suche/kaufen/immobilien/kapitalanlage/berlin/berlin-10115/ad08de8634
91834,/suche/kaufen/immobilien/neubau,https://immowelt.de/suche/kaufen/immobilien/neubau/berlin/berlin-10115/ad08de8634
36247,/suche/kaufen/immobilien/privat,https://immowelt.de/suche/kaufen/immobilien/privat/berlin/berlin-10115/ad08de8634
32385,/suche/kaufen/hotel-gastro,https://immowelt.de/suche/kaufen/hotel-gastro/berlin/berlin-10115/ad08de8634
70930,/suche/kaufen/hotel-gastro/cafe-bar,https://immowelt.de/suche/kaufen/hotel-gastro/cafe-bar/berlin/berlin-10115/ad08de8634
78538,/suche/kaufen/hotel-gastro/hotel,https://immowelt.de/suche/kaufen/hotel-gastro/hotel/berlin/berlin-10115/ad08de8634
79419,/suche/kaufen/hotel-gastro/restaurant,https://immowelt.de/suche/kaufen/hotel-gastro/restaurant/berlin/berlin-10115/ad08de8634
91880,/suche/kaufen/haus,https://immowelt.de/suche/kaufen/haus/berlin/berlin-10115/ad08de8634
60249,/suche/kaufen/haus/balkon-terrasse,https://immowelt.de/suche/kaufen/haus/balkon-terrasse/berlin/berlin-10115/ad08de8634
16206,/suche/kaufen/haus/mit-keller,https://immowelt.de/suche/kaufen/haus/mit-keller/berlin/berlin-10115/ad08de8634
52246,/suche/kaufen/haus/preis--300000,https://immowelt.de/suche/kaufen/haus/preis--300000/berlin/berlin-10115/ad08de8634
30155,/suche/kaufen/haus/mit-garten,https://immowelt.de/suche/kaufen/haus/mit-garten/berlin/berlin-10115/ad08de8634
59151,/suche/kaufen/haus/preis-1000000-,https://immowelt.de/suche/kaufen/haus/preis-1000000-/berlin/berlin-10115/ad08de8634
68689,/suche/kaufen/haus/neubau,https://immowelt.de/suche/kaufen/haus/neubau/berlin/berlin-10115/ad08de8634
81234,/suche/kaufen/haus/mit-parkplatz,https://immowelt.de/suche/kaufen/haus/mit-parkplatz/berlin/berlin-10115/ad08de8634
39002,/suche/kaufen/haus/privat,https://immowelt.de/suche/kaufen/haus/privat/berlin/berlin-10115/ad08de8634
20469,/suche/kaufen/haus/mit-pool,https://immowelt.de/suche/kaufen/haus/mit-pool/berlin/berlin-10115/ad08de8634
20274,/suche/kaufen/haus/renovierungsbeduerftig,https://immowelt.de/suche/kaufen/haus/renovierungsbeduerftig/berlin/berlin-10115/ad08de8634
37314,/suche/kaufen/haus/bungalow,https://immowelt.de/suche/kaufen/haus/bungalow/berlin/berlin-10115/ad08de8634
95880,/suche/kaufen/haus/burg-schloss,https://immowelt.de/suche/kaufen/haus/burg-schloss/berlin/berlin-10115/ad08de8634
36442,/suche/kaufen/haus/bauernhaus,https://immowelt.de/suche/kaufen/haus/bauernhaus/berlin/berlin-10115/ad08de8634
24404,/suche/kaufen/haus/herrenhaus,https://immowelt.de/suche/kaufen/haus/herrenhaus/berlin/berlin-10115/ad08de8634
97277,/suche/kaufen/haus/mehrfamilienhaus/guenstig,https://immowelt.de/suche/kaufen/haus/mehrfamilienhaus/guenstig/berlin/berlin-10115/ad08de8634
49225,/suche/kaufen/haus/mehrfamilienhaus/kapitalanlage,https://immowelt.de/suche/kaufen/haus/mehrfamilienhaus/kapitalanlage/berlin/berlin-10115/ad08de8634
53765,/suche/kaufen/haus/mehrfamilienhaus,https://immowelt.de/suche/kaufen/haus/mehrfamilienhaus/berlin/berlin-10115/ad08de8634
98244,/suche/kaufen/haus/doppelhaus,https://immowelt.de/suche/kaufen/haus/doppelhaus/berlin/berlin-10115/ad08de8634
72171,/suche/kaufen/haus/einfamilienhaus,https://immowelt.de/suche/kaufen/haus/einfamilienhaus/berlin/berlin-10115/ad08de8634
77399,/suche/kaufen/haus/terrassenhaus,https://immowelt.de/suche/kaufen/haus/terrassenhaus/berlin/berlin-10115/ad08de8634
77584,/suche/kaufen/haus/stadthaus,https://immowelt.de/suche/kaufen/haus/stadthaus/berlin/berlin-10115/ad08de8634
62966,/suche/kaufen/haus/villa,https://immowelt.de/suche/kaufen/haus/villa/berlin/berlin-10115/ad08de8634
68612,/suche/kaufen/wohnimmobilien/ohne-provision,https://immowelt.de/suche/kaufen/wohnimmobilien/ohne-provision/berlin/berlin-10115/ad08de8634
99360,/suche/kaufen/praxis-bueros,https://immowelt.de/suche/kaufen/praxis-bueros/berlin/berlin-10115/ad08de8634
89818,/suche/kaufen/parken,https://immowelt.de/suche/kaufen/parken/berlin/berlin-10115/ad08de8634
37531,/suche/kaufen/parken/privat,https://immowelt.de/suche/kaufen/parken/privat/berlin/berlin-10115/ad08de8634
46645,/suche/kaufen/parken/tiefgaragenstellplatz,https://immowelt.de/suche/kaufen/parken/tiefgaragenstellplatz/berlin/berlin-10115/ad08de8634
36327,/suche/kaufen/grundstueck,https://immowelt.de/suche/kaufen/grundstueck/berlin/berlin-10115/ad08de8634
50191,/suche/kaufen/grundstueck/gewerbegrundstueck,https://immowelt.de/suche/kaufen/grundstueck/gewerbegrundstueck/berlin/berlin-10115/ad08de8634
86226,/suche/kaufen/grundstueck/freizeitgrundstueck,https://immowelt.de/suche/kaufen/grundstueck/freizeitgrundstueck/berlin/berlin-10115/ad08de8634
22921,/suche/kaufen/hallen-industrieflaechen,https://immowelt.de/suche/kaufen/hallen-industrieflaechen/berlin/berlin-10115/ad08de8634
65329,/suche/kaufen/hallen-industrieflaechen/werkstatt,https://immowelt.de/suche/kaufen/hallen-industrieflaechen/werkstatt/berlin/berlin-10115/ad08de8634
15577,/suche/kaufen/ladenflaechen,https://immowelt.de/suche/kaufen/ladenflaechen/berlin/berlin-10115/ad08de8634
19486,/suche/kaufen/ladenflaechen/lager,https://immowelt.de/suche/kaufen/ladenflaechen/lager/berlin/berlin-10115/ad08de8634
82111,/suche/zwangsversteigerung/immobilien,https://immowelt.de/suche/zwangsversteigerung/immobilien/berlin/berlin-10115/ad08de8634
57899,/suche/mk/landwirtschaft/jagd-fischwirtschaft,https://immowelt.de/suche/mk/landwirtschaft/jagd-fischwirtschaft/berlin/berlin-10115/ad08de8634
89820,/suche/kaufen/gewerbeimmobilien,https://immowelt.de/suche/kaufen/gewerbeimmobilien/berlin/berlin-10115/ad08de8634
53895,/suche/mk/immobilien,https://immowelt.de/suche/mk/immobilien/berlin/berlin-10115/ad08de8634
97217,/suche/mk/immobilien/preis-900000-,https://immowelt.de/suche/mk/immobilien/preis-900000-/berlin/berlin-10115/ad08de8634
26122,/suche/mieten/landwirtschaft,https://immowelt.de/suche/mieten/landwirtschaft/berlin/berlin-10115/ad08de8634
44491,/suche/mieten/landwirtschaft/farm,https://immowelt.de/suche/mieten/landwirtschaft/farm/berlin/berlin-10115/ad08de8634
86141,/suche/mieten/wohnung,https://immowelt.de/suche/mieten/wohnung/berlin/berlin-10115/ad08de8634
77526,/suche/mieten/wohnung/balkon-terrasse,https://immowelt.de/suche/mieten/wohnung/balkon-terrasse/berlin/berlin-10115/ad08de8634
79264,/suche/mieten/wohnung/guenstig/behindertengerecht,https://immowelt.de/suche/mieten/wohnung/guenstig/behindertengerecht/berlin/berlin-10115/ad08de8634
48438,/suche/mieten/wohnung/preis--550,https://immowelt.de/suche/mieten/wohnung/preis--550/berlin/berlin-10115/ad08de8634
34944,/suche/mieten/wohnung/wohngemeinschaft,https://immowelt.de/suche/mieten/wohnung/wohngemeinschaft/berlin/berlin-10115/ad08de8634
55706,/suche/mieten/wohnung/moebliert,https://immowelt.de/suche/mieten/wohnung/moebliert/berlin/berlin-10115/ad08de8634
23772,/suche/mieten/wohnung/mit-garten,https://immowelt.de/suche/mieten/wohnung/mit-garten/berlin/berlin-10115/ad08de8634
20853,/suche/mieten/wohnung/kein-erdgeschoss,https://immowelt.de/suche/mieten/wohnung/kein-erdgeschoss/berlin/berlin-10115/ad08de8634
97787,/suche/mieten/wohnung/erdgeschoss,https://immowelt.de/suche/mieten/wohnung/erdgeschoss/berlin/berlin-10115/ad08de8634
83058,/suche/mieten/wohnung/jahr--1949,https://immowelt.de/suche/mieten/wohnung/jahr--1949/berlin/berlin-10115/ad08de8634
71658,/suche/mieten/wohnung/einbaukueche,https://immowelt.de/suche/mieten/wohnung/einbaukueche/berlin/berlin-10115/ad08de8634
80982,/suche/mieten/wohnung/kurzlich,https://immowelt.de/suche/mieten/wohnung/kurzlich/berlin/berlin-10115/ad08de8634
99822,/suche/mieten/wohnung/dachgeschoss,https://immowelt.de/suche/mieten/wohnung/dachgeschoss/berlin/berlin-10115/ad08de8634
28734,/suche/mieten/wohnung/behindertengerecht,https://immowelt.de/suche/mieten/wohnung/behindertengerecht/berlin/berlin-10115/ad08de8634
63486,/suche/mieten/wohnung/wbs-ja,https://immowelt.de/suche/mieten/wohnung/wbs-ja/berlin/berlin-10115/ad08de8634
56784,/suche/mieten/wohnung/preis--900/zimmer-1,https://immowelt.de/suche/mieten/wohnung/preis--900/zimmer-1/berlin/berlin-10115/ad08de8634
99520,/suche/mieten/wohnung/tauschwohnung,https://immowelt.de/suche/mieten/wohnung/tauschwohnung/berlin/berlin-10115/ad08de8634
15511,/suche/mieten/wohnung/preis-0-1000,https://immowelt.de/suche/mieten/wohnung/preis-0-1000/berlin/berlin-10115/ad08de8634
37735,/suche/mieten/wohnung/preis-0-400,https://immowelt.de/suche/mieten/wohnung/preis-0-400/berlin/berlin-10115/ad08de8634
20364,/suche/mieten/wohnung/preis-0-500,https://immowelt.de/suche/mieten/wohnung/preis-0-500/berlin/berlin-10115/ad08de8634
22595,/suche/mieten/wohnung/preis-0-600,https://immowelt.de/suche/mieten/wohnung/preis-0-600/berlin/berlin-10115/ad08de8634
67490,/suche/mieten/wohnung/preis-0-800,https://immowelt.de/suche/mieten/wohnung/preis-0-800/berlin/berlin-10115/ad08de8634
93839,/suche/mieten/wohnung/zimmer-1,https://immowelt.de/suche/mieten/wohnung/zimmer-1/berlin/berlin-10115/ad08de8634
90036,/suche/mieten/wohnung/zimmer-2,https://immowelt.de/suche/mieten/wohnung/zimmer-2/berlin/berlin-10115/ad08de8634
39607,/suche/mieten/wohnung/zimmer-3,https://immowelt.de/suche/mieten/wohnung/zimmer-3/berlin/berlin-10115/ad08de8634
17999,/suche/mieten/wohnung/zimmer-4,https://immowelt.de/suche/mieten/wohnung/zimmer-4/berlin/berlin-10115/ad08de8634
78418,/suche/mieten/wohnung/zimmer-5,https://immowelt.de/suche/mieten/wohnung/zimmer-5/berlin/berlin-10115/ad08de8634
66159,/suche/mieten/wohnung/zimmer-6,https://immowelt.de/suche/mieten/wohnung/zimmer-6/berlin/berlin-10115/ad08de8634
70702,/suche/mieten/wohnung/loft,https://immowelt.de/suche/mieten/wohnung/loft/berlin/berlin-10115/ad08de8634
32794,/suche/mieten/wohnung/mehrgeschosswohnung,https://immowelt.de/suche/mieten/wohnung/mehrgeschosswohnung/berlin/berlin-10115/ad08de8634
32554,/suche/mieten/wohnung/penthouse,https://immowelt.de/suche/mieten/wohnung/penthouse/berlin/berlin-10115/ad08de8634
46891,/suche/mieten/wohnung/terrassenwohnung,https://immowelt.de/suche/mieten/wohnung/terrassenwohnung/berlin/berlin-10115/ad08de8634
26897,/suche/mieten/immobilien,https://immowelt.de/suche/mieten/immobilien/berlin/berlin-10115/ad08de8634
82758,/suche/mieten/immobilien/mit-garten,https://immowelt.de/suche/mieten/immobilien/mit-garten/berlin/berlin-10115/ad08de8634
49447,/suche/mieten/immobilien/privat,https://immowelt.de/suche/mieten/immobilien/privat/berlin/berlin-10115/ad08de8634
27197,/suche/mieten/immobilien/wohnen-auf-zeit,https://immowelt.de/suche/mieten/immobilien/wohnen-auf-zeit/berlin/berlin-10115/ad08de8634
39740,/suche/mieten/hotel-gastro,https://immowelt.de/suche/mieten/hotel-gastro/berlin/berlin-10115/ad08de8634
56945,/suche/mieten/hotel-gastro/cafe-bar,https://immowelt.de/suche/mieten/hotel-gastro/cafe-bar/berlin/berlin-10115/ad08de8634
69410,/suche/mieten/hotel-gastro/club,https://immowelt.de/suche/mieten/hotel-gastro/club/berlin/berlin-10115/ad08de8634
54706,/suche/mieten/hotel-gastro/hotel,https://immowelt.de/suche/mieten/hotel-gastro/hotel/berlin/berlin-10115/ad08de8634
91750,/suche/mieten/hotel-gastro/restaurant,https://immowelt.de/suche/mieten/hotel-gastro/restaurant/berlin/berlin-10115/ad08de8634
41962,/suche/mieten/haus,https://immowelt.de/suche/mieten/haus/berlin/berlin-10115/ad08de8634
25912,/suche/mieten/haus/balkon-terrasse,https://immowelt.de/suche/mieten/haus/balkon-terrasse/berlin/berlin-10115/ad08de8634
40218,/suche/mieten/haus/moebliert,https://immowelt.de/suche/mieten/haus/moebliert/berlin/berlin-10115/ad08de8634
62384,/suche/mieten/haus/mit-garten,https://immowelt.de/suche/mieten/haus/mit-garten/berlin/berlin-10115/ad08de8634
77395,/suche/mieten/haus/mit-parkplatz,https://immowelt.de/suche/mieten/haus/mit-parkplatz/berlin/berlin-10115/ad08de8634
90273,/suche/mieten/haus/preis-0-900,https://immowelt.de/suche/mieten/haus/preis-0-900/berlin/berlin-10115/ad08de8634
55202,/suche/mieten/haus/bungalow,https://immowelt.de/suche/mieten/haus/bungalow/berlin/berlin-10115/ad08de8634
17144,/suche/mieten/haus/bauernhaus,https://immowelt.de/suche/mieten/haus/bauernhaus/berlin/berlin-10115/ad08de8634
85456,/suche/mieten/haus/mehrfamilienhaus,https://immowelt.de/suche/mieten/haus/mehrfamilienhaus/berlin/berlin-10115/ad08de8634
91700,/suche/mieten/haus/doppelhaus,https://immowelt.de/suche/mieten/haus/doppelhaus/berlin/berlin-10115/ad08de8634
96110,/suche/mieten/haus/einfamilienhaus,https://immowelt.de/suche/mieten/haus/einfamilienhaus/berlin/berlin-10115/ad08de8634
28647,/suche/mieten/haus/terrassenhaus,https://immowelt.de/suche/mieten/haus/terrassenhaus/berlin/berlin-10115/ad08de8634
51690,/suche/mieten/haus/stadthaus,https://immowelt.de/suche/mieten/haus/stadthaus/berlin/berlin-10115/ad08de8634
93685,/suche/mieten/praxis-bueros,https://immowelt.de/suche/mieten/praxis-bueros/berlin/berlin-10115/ad08de8634
60487,/suche/mieten/praxis-bueros/atelier,https://immowelt.de/suche/mieten/praxis-bueros/atelier/berlin/berlin-10115/ad08de8634
77465,/suche/mieten/praxis-bueros/coworking,https://immowelt.de/suche/mieten/praxis-bueros/coworking/berlin/berlin-10115/ad08de8634
61078,/suche/mieten/parken,https://immowelt.de/suche/mieten/parken/berlin/berlin-10115/ad08de8634
99431,/suche/mieten/parken/privat,https://immowelt.de/suche/mieten/parken/privat/berlin/berlin-10115/ad08de8634
43649,/suche/mieten/parken/aussenstellplatz,https://immowelt.de/suche/mieten/parken/aussenstellplatz/berlin/berlin-10115/ad08de8634
95381,/suche/mieten/parken/tiefgaragenstellplatz,https://immowelt.de/suche/mieten/parken/tiefgaragenstellplatz/berlin/berlin-10115/ad08de8634
81838,/suche/mieten/grundstueck,https://immowelt.de/suche/mieten/grundstueck/berlin/berlin-10115/ad08de8634
70302,/suche/mieten/grundstueck/gewerbegrundstueck,https://immowelt.de/suche/mieten/grundstueck/gewerbegrundstueck/berlin/berlin-10115/ad08de8634
54083,/suche/mieten/hallen-industrieflaechen,https://immowelt.de/suche/mieten/hallen-industrieflaechen/berlin/berlin-10115/ad08de8634
84731,/suche/mieten/hallen-industrieflaechen/werkstatt,https://immowelt.de/suche/mieten/hallen-industrieflaechen/werkstatt/berlin/berlin-10115/ad08de8634
69875,/suche/mieten/hallen-industrieflaechen/warenhaus,https://immowelt.de/suche/mieten/hallen-industrieflaechen/warenhaus/berlin/berlin-10115/ad08de8634
11249,/suche/mieten/ladenflaechen,https://immowelt.de/suche/mieten/ladenflaechen/berlin/berlin-10115/ad08de8634
94332,/suche/mieten/ladenflaechen/lager,https://immowelt.de/suche/mieten/ladenflaechen/lager/berlin/berlin-10115/ad08de8634
